date,category,amount,note,cat_mean,cat_std,z_score,amount_feature,anomaly_score,is_anomaly
2024-01-27,Utilities,65.21,Utilities purchase,108.79351851851852,26.564199726897385,-1.6406862983486892,65.21,1,✅ Normal
2024-01-27,Dining,18.85,Dining purchase,43.48278260869565,62.29966675796977,-0.39539188394686664,18.85,1,✅ Normal
2024-01-27,Rent,1126.41,Rent purchase,1001.6860483870968,118.48075726455069,1.0526937410976573,1126.41,1,✅ Normal
2024-01-28,Transport,36.39,Transport purchase,37.24791304347826,81.98109806209021,-0.010464766437118262,36.39,1,✅ Normal
2024-01-28,Transport,20.6,Transport purchase,37.24791304347826,81.98109806209021,-0.2030701397884375,20.6,1,✅ Normal
2024-01-29,Utilities,143.6,Utilities purchase,108.79351851851852,26.564199726897385,1.310277811465121,143.6,1,✅ Normal
2024-01-29,Utilities,124.17,Utilities purchase,108.79351851851852,26.564199726897385,0.5788422628787923,124.17,1,✅ Normal
2024-01-29,Healthcare,99.61,Healthcare purchase,66.80322314049586,66.93434885785321,0.49013365214286414,99.61,1,✅ Normal
2024-01-29,Entertainment,40.67,Entertainment purchase,48.73046511627906,56.86604519972332,-0.14174478087880604,40.67,1,✅ Normal
2024-01-30,Groceries,45.68,Groceries purchase,83.44836956521739,43.79490760895957,-0.8623918082542257,45.68,1,✅ Normal
2024-01-30,Utilities,112.96,Utilities purchase,108.79351851851852,26.564199726897385,0.1568457369059279,112.96,1,✅ Normal
2024-01-30,Dining,26.16,Dining purchase,43.48278260869565,62.29966675796977,-0.2780557828020743,26.16,1,✅ Normal
2024-01-30,Dining,30.21,Dining purchase,43.48278260869565,62.29966675796977,-0.21304740939080083,30.21,1,✅ Normal
2024-01-31,Utilities,66.07,Utilities purchase,108.79351851851852,26.564199726897385,-1.6083118993891297,66.07,1,✅ Normal
2024-02-01,Entertainment,14.96,Entertainment purchase,48.73046511627906,56.86604519972332,-0.5938599211123508,14.96,1,✅ Normal
2024-02-02,Shopping,140.42,Shopping purchase,162.02254098360655,248.01568525964717,-0.0871015111846289,140.42,1,✅ Normal
2024-02-02,Utilities,108.53,Utilities purchase,108.79351851851852,26.564199726897385,-0.009920062385756717,108.53,1,✅ Normal
2024-02-03,Utilities,130.62,Utilities purchase,108.79351851851852,26.564199726897385,0.8216502550754893,130.62,1,✅ Normal
2024-02-03,Healthcare,35.23,Healthcare purchase,66.80322314049586,66.93434885785321,-0.47170434432024017,35.23,1,✅ Normal
2024-02-03,Dining,44.65,Dining purchase,43.48278260869565,62.29966675796977,0.018735531858282858,44.65,1,✅ Normal
2024-02-03,Entertainment,39.65,Entertainment purchase,48.73046511627906,56.86604519972332,-0.15968167092307742,39.65,1,✅ Normal
2024-02-04,Dining,26.19,Dining purchase,43.48278260869565,62.29966675796977,-0.2775742392953241,26.19,1,✅ Normal
2024-02-04,Entertainment,66.04,Entertainment purchase,48.73046511627906,56.86604519972332,0.30439139600664833,66.04,1,✅ Normal
2024-02-04,Groceries,93.87,Groceries purchase,83.44836956521739,43.79490760895957,0.23796443476571133,93.87,1,✅ Normal
2024-02-04,Dining,17.73,Dining purchase,43.48278260869565,62.29966675796977,-0.4133695081988732,17.73,1,✅ Normal
2024-02-05,Rent,856.07,Rent purchase,1001.6860483870968,118.48075726455069,-1.2290269892684496,856.07,1,✅ Normal
2024-02-05,Transport,21.14,Transport purchase,37.24791304347826,81.98109806209021,-0.19648325558262925,21.14,1,✅ Normal
2024-02-06,Dining,34.94,Dining purchase,43.48278260869565,62.29966675796977,-0.13712404982652346,34.94,1,✅ Normal
2024-02-06,Dining,17.28,Dining purchase,43.48278260869565,62.29966675796977,-0.42059266080012575,17.28,1,✅ Normal
2024-02-07,Dining,56.69,Dining purchase,43.48278260869565,62.29966675796977,0.21199499256735263,56.69,1,✅ Normal
2024-02-08,Transport,26.26,Transport purchase,37.24791304347826,81.98109806209021,-0.1340298349645954,26.26,1,✅ Normal
2024-02-08,Rent,885.5,Rent purchase,1001.6860483870968,118.48075726455069,-0.980632223067834,885.5,1,✅ Normal
2024-02-09,Rent,914.1,Rent purchase,1001.6860483870968,118.48075726455069,-0.7392428138480712,914.1,1,✅ Normal
2024-02-09,Shopping,186.77,Shopping purchase,162.02254098360655,248.01568525964717,0.09978183029224702,186.77,1,✅ Normal
2024-02-09,Groceries,118.82,Groceries purchase,83.44836956521739,43.79490760895957,0.807665374034178,118.82,1,✅ Normal
2024-02-09,Groceries,53.17,Groceries purchase,83.44836956521739,43.79490760895957,-0.691367357948782,53.17,1,✅ Normal
2024-02-10,Transport,17.6,Transport purchase,37.24791304347826,81.98109806209021,-0.2396639409318167,17.6,1,✅ Normal
2024-02-10,Utilities,147.18,Utilities purchase,108.79351851851852,26.564199726897385,1.4450456582967766,147.18,1,✅ Normal
2024-02-10,Groceries,99.84,Groceries purchase,83.44836956521739,43.79490760895957,0.3742816535004908,99.84,1,✅ Normal
2024-02-10,Groceries,44.01,Groceries purchase,83.44836956521739,43.79490760895957,-0.9005240955719949,44.01,1,✅ Normal
2024-02-11,Transport,12.28,Transport purchase,37.24791304347826,81.98109806209021,-0.3045569482927425,12.28,1,✅ Normal
2024-02-11,Dining,53.31,Dining purchase,43.48278260869565,62.29966675796977,0.15774109080683313,53.31,1,✅ Normal
2024-02-11,Dining,41.78,Dining purchase,43.48278260869565,62.29966675796977,-0.02733213028748374,41.78,1,✅ Normal
2024-02-11,Utilities,96.34,Utilities purchase,108.79351851851852,26.564199726897385,-0.4688083453125374,96.34,1,✅ Normal
2024-02-12,Healthcare,72.59,Healthcare purchase,66.80322314049586,66.93434885785321,0.08645451787083754,72.59,1,✅ Normal
2024-02-12,Groceries,89.55,Groceries purchase,83.44836956521739,43.79490760895957,0.13932282924908682,89.55,1,✅ Normal
2024-02-13,Entertainment,26.71,Entertainment purchase,48.73046511627906,56.86604519972332,-0.38723398187687236,26.71,1,✅ Normal
2024-02-13,Healthcare,30.47,Healthcare purchase,66.80322314049586,66.93434885785321,-0.5428188032075402,30.47,1,✅ Normal
2024-02-13,Shopping,56.77,Shopping purchase,162.02254098360655,248.01568525964717,-0.42437856651452444,56.77,1,✅ Normal
2024-02-14,Dining,18.3,Dining purchase,43.48278260869565,62.29966675796977,-0.40422018157061984,18.3,1,✅ Normal
2024-02-14,Dining,480.0,Valentine's Day dinner,43.48278260869565,62.29966675796977,7.006734387314557,480.0,-1,🚨 ANOMALY
2024-02-14,Rent,926.47,Rent purchase,1001.6860483870968,118.48075726455069,-0.6348376742659569,926.47,1,✅ Normal
2024-02-14,Dining,15.42,Dining purchase,43.48278260869565,62.29966675796977,-0.45044835821863655,15.42,1,✅ Normal
2024-02-15,Entertainment,71.66,Entertainment purchase,48.73046511627906,56.86604519972332,0.40322014311331955,71.66,1,✅ Normal
2024-02-15,Shopping,43.84,Shopping purchase,162.02254098360655,248.01568525964717,-0.47651236598153646,43.84,1,✅ Normal
2024-02-16,Rent,1133.5,Rent purchase,1001.6860483870968,118.48075726455069,1.1125346820545838,1133.5,1,✅ Normal
2024-02-16,Entertainment,29.95,Entertainment purchase,48.73046511627906,56.86604519972332,-0.33025797820683406,29.95,1,✅ Normal
2024-02-17,Groceries,93.43,Groceries purchase,83.44836956521739,43.79490760895957,0.22791760457420335,93.43,1,✅ Normal
2024-02-17,Shopping,187.72,Shopping purchase,162.02254098360655,248.01568525964717,0.10361223319198876,187.72,1,✅ Normal
2024-02-17,Dining,57.25,Dining purchase,43.48278260869565,62.29966675796977,0.22098380469335593,57.25,1,✅ Normal
2024-02-18,Shopping,40.78,Shopping purchase,162.02254098360655,248.01568525964717,-0.4888502953217574,40.78,1,✅ Normal
2024-02-18,Dining,48.41,Dining purchase,43.48278260869565,62.29966675796977,0.07908898470430462,48.41,1,✅ Normal
2024-02-19,Shopping,70.72,Shopping purchase,162.02254098360655,248.01568525964717,-0.36813212393410555,70.72,1,✅ Normal
2024-02-19,Utilities,124.59,Utilities purchase,108.79351851851852,26.564199726897385,0.5946530158590423,124.59,1,✅ Normal
2024-02-20,Shopping,110.97,Shopping purchase,162.02254098360655,248.01568525964717,-0.2058440010766244,110.97,1,✅ Normal
2024-02-20,Shopping,182.96,Shopping purchase,162.02254098360655,248.01568525964717,0.08441989866275625,182.96,1,✅ Normal
2024-02-21,Dining,43.54,Dining purchase,43.48278260869565,62.29966675796977,0.0009184221085264304,43.54,1,✅ Normal
2024-02-22,Shopping,49.08,Shopping purchase,162.02254098360655,248.01568525964717,-0.4553846699871712,49.08,1,✅ Normal
2024-02-22,Groceries,40.28,Groceries purchase,83.44836956521739,43.79490760895957,-0.9856938151500061,40.28,1,✅ Normal
2024-02-22,Transport,35.48,Transport purchase,37.24791304347826,81.98109806209021,-0.02156488611727667,35.48,1,✅ Normal
2024-02-23,Healthcare,64.87,Healthcare purchase,66.80322314049586,66.93434885785321,-0.028882377635455782,64.87,1,✅ Normal
2024-02-23,Dining,18.39,Dining purchase,43.48278260869565,62.29966675796977,-0.40277555105036933,18.39,1,✅ Normal
2024-02-23,Transport,31.82,Transport purchase,37.24791304347826,81.98109806209021,-0.06620932351219927,31.82,1,✅ Normal
2024-02-23,Entertainment,50.78,Entertainment purchase,48.73046511627906,56.86604519972332,0.03604145279529496,50.78,1,✅ Normal
2024-02-24,Healthcare,30.2,Healthcare purchase,66.80322314049586,66.93434885785321,-0.5468526065477861,30.2,1,✅ Normal
2024-02-24,Shopping,85.64,Shopping purchase,162.02254098360655,248.01568525964717,-0.3079746383928976,85.64,1,✅ Normal
2024-02-25,Entertainment,24.71,Entertainment purchase,48.73046511627906,56.86604519972332,-0.4224043545126985,24.71,1,✅ Normal
2024-02-26,Dining,30.92,Dining purchase,43.48278260869565,62.29966675796977,-0.2016508797310467,30.92,1,✅ Normal
2024-02-26,Healthcare,97.91,Healthcare purchase,66.80322314049586,66.93434885785321,0.46473563111168553,97.91,1,✅ Normal
2024-02-27,Utilities,137.81,Utilities purchase,108.79351851851852,26.564199726897385,1.0923152882373885,137.81,1,✅ Normal
2024-02-27,Transport,45.26,Transport purchase,37.24791304347826,81.98109806209021,0.09773090561013957,45.26,1,✅ Normal
2024-02-28,Transport,39.46,Transport purchase,37.24791304347826,81.98109806209021,0.026982890066273132,39.46,1,✅ Normal
2024-02-29,Dining,32.21,Dining purchase,43.48278260869565,62.29966675796977,-0.18094450894078923,32.21,1,✅ Normal
2024-02-29,Healthcare,84.18,Healthcare purchase,66.80322314049586,66.93434885785321,0.2596092612539904,84.18,1,✅ Normal
2024-02-29,Utilities,84.01,Utilities purchase,108.79351851851852,26.564199726897385,-0.9329668792327348,84.01,1,✅ Normal
2024-03-01,Rent,888.97,Rent purchase,1001.6860483870968,118.48075726455069,-0.9513447667743872,888.97,1,✅ Normal
2024-03-02,Entertainment,31.36,Entertainment purchase,48.73046511627906,56.86604519972332,-0.30546286549857665,31.36,1,✅ Normal
2024-03-02,Utilities,80.06,Utilities purchase,108.79351851851852,26.564199726897385,-1.081663246546991,80.06,1,✅ Normal
2024-03-02,Utilities,95.86,Utilities purchase,108.79351851851852,26.564199726897385,-0.4868777772899662,95.86,1,✅ Normal
2024-03-02,Shopping,175.58,Shopping purchase,162.02254098360655,248.01568525964717,0.05466371613634108,175.58,1,✅ Normal
2024-03-03,Entertainment,54.9,Entertainment purchase,48.73046511627906,56.86604519972332,0.10849242042509671,54.9,1,✅ Normal
2024-03-03,Healthcare,74.36,Healthcare purchase,66.80322314049586,66.93434885785321,0.11289833976800576,74.36,1,✅ Normal
2024-03-03,Entertainment,75.75,Entertainment purchase,48.73046511627906,56.86604519972332,0.47514355515358403,75.75,1,✅ Normal
2024-03-04,Shopping,52.14,Shopping purchase,162.02254098360655,248.01568525964717,-0.44304674064695027,52.14,1,✅ Normal
2024-03-05,Groceries,48.67,Groceries purchase,83.44836956521739,43.79490760895957,-0.7941190303619324,48.67,1,✅ Normal
2024-03-05,Healthcare,47.65,Healthcare purchase,66.80322314049586,66.93434885785321,-0.28614939066892364,47.65,1,✅ Normal
2024-03-05,Entertainment,40.55,Entertainment purchase,48.73046511627906,56.86604519972332,-0.1438550032369557,40.55,1,✅ Normal
2024-03-06,Healthcare,91.96,Healthcare purchase,66.80322314049586,66.93434885785321,0.3758425575025604,91.96,1,✅ Normal
2024-03-07,Healthcare,20.14,Healthcare purchase,66.80322314049586,66.93434885785321,-0.6971491310028782,20.14,1,✅ Normal
2024-03-07,Shopping,27.99,Shopping purchase,162.02254098360655,248.01568525964717,-0.5404196143614389,27.99,1,✅ Normal
2024-03-08,Entertainment,53.62,Entertainment purchase,48.73046511627906,56.86604519972332,0.08598338193816799,53.62,1,✅ Normal
2024-03-08,Entertainment,40.19,Entertainment purchase,48.73046511627906,56.86604519972332,-0.15018567031140437,40.19,1,✅ Normal
2024-03-09,Shopping,111.28,Shopping purchase,162.02254098360655,248.01568525964717,-0.20459408013039285,111.28,1,✅ Normal
2024-03-10,Entertainment,38.17,Entertainment purchase,48.73046511627906,56.86604519972332,-0.1857077466735887,38.17,1,✅ Normal
2024-03-10,Shopping,119.79,Shopping purchase,162.02254098360655,248.01568525964717,-0.1702817341548111,119.79,1,✅ Normal
2024-03-10,Utilities,97.84,Utilities purchase,108.79351851851852,26.564199726897385,-0.412341370383073,97.84,1,✅ Normal
2024-03-10,Healthcare,74.19,Healthcare purchase,66.80322314049586,66.93434885785321,0.11035853766488787,74.19,1,✅ Normal
2024-03-11,Shopping,93.09,Shopping purchase,162.02254098360655,248.01568525964717,-0.27793621565281723,93.09,1,✅ Normal
2024-03-11,Groceries,64.31,Groceries purchase,83.44836956521739,43.79490760895957,-0.43699988446378313,64.31,1,✅ Normal
2024-03-12,Healthcare,82.86,Healthcare purchase,66.80322314049586,66.93434885785321,0.23988844492389869,82.86,1,✅ Normal
2024-03-12,Entertainment,42.55,Entertainment purchase,48.73046511627906,56.86604519972332,-0.10868463060112957,42.55,1,✅ Normal
2024-03-13,Utilities,106.01,Utilities purchase,108.79351851851852,26.564199726897385,-0.10478458026725677,106.01,1,✅ Normal
2024-03-13,Transport,36.35,Transport purchase,37.24791304347826,81.98109806209021,-0.010952683785696641,36.35,1,✅ Normal
2024-03-13,Shopping,112.78,Shopping purchase,162.02254098360655,248.01568525964717,-0.1985460755518532,112.78,1,✅ Normal
2024-03-13,Entertainment,16.54,Entertainment purchase,48.73046511627906,56.86604519972332,-0.5660753267300481,16.54,1,✅ Normal
2024-03-14,Shopping,60.44,Shopping purchase,162.02254098360655,248.01568525964717,-0.4095811153123641,60.44,1,✅ Normal
2024-03-14,Utilities,73.26,Utilities purchase,108.79351851851852,26.564199726897385,-1.3376468662272298,73.26,1,✅ Normal
2024-03-15,Utilities,148.55,Utilities purchase,108.79351851851852,26.564199726897385,1.496618828732354,148.55,1,✅ Normal
2024-03-16,Rent,965.78,Rent purchase,1001.6860483870968,118.48075726455069,-0.3030538394257871,965.78,1,✅ Normal
2024-03-17,Healthcare,59.55,Healthcare purchase,66.80322314049586,66.93434885785321,-0.10836324345067358,59.55,1,✅ Normal
2024-03-17,Utilities,73.28,Utilities purchase,108.79351851851852,26.564199726897385,-1.3368939732281704,73.28,1,✅ Normal
2024-03-18,Dining,50.03,Dining purchase,43.48278260869565,62.29966675796977,0.10509233406881409,50.03,1,✅ Normal
2024-03-19,Transport,42.16,Transport purchase,37.24791304347826,81.98109806209021,0.05991731109531437,42.16,1,✅ Normal
2024-03-19,Rent,820.09,Rent purchase,1001.6860483870968,118.48075726455069,-1.5327049942938715,820.09,1,✅ Normal
2024-03-20,Dining,35.54,Dining purchase,43.48278260869565,62.29966675796977,-0.12749317969151994,35.54,1,✅ Normal
2024-03-20,Rent,1067.03,Rent purchase,1001.6860483870968,118.48075726455069,0.5515153103469742,1067.03,1,✅ Normal
2024-03-21,Rent,1045.06,Rent purchase,1001.6860483870968,118.48075726455069,0.36608435508270176,1045.06,1,✅ Normal
2024-03-21,Healthcare,86.45,Healthcare purchase,66.80322314049586,66.93434885785321,0.2935230893367994,86.45,1,✅ Normal
2024-03-21,Rent,1158.88,Rent purchase,1001.6860483870968,118.48075726455069,1.3267466822642902,1158.88,1,✅ Normal
2024-03-22,Rent,1050.7,Rent purchase,1001.6860483870968,118.48075726455069,0.4136870217959705,1050.7,1,✅ Normal
2024-03-22,Shopping,1200.0,Laptop purchase,162.02254098360655,248.01568525964717,4.185128283034747,1200.0,-1,🚨 ANOMALY
2024-03-22,Utilities,135.59,Utilities purchase,108.79351851851852,26.564199726897385,1.0087441653417812,135.59,1,✅ Normal
2024-03-22,Shopping,157.85,Shopping purchase,162.02254098360655,248.01568525964717,-0.016823697981997898,157.85,1,✅ Normal
2024-03-22,Rent,903.68,Rent purchase,1001.6860483870968,118.48075726455069,-0.8271895846197476,903.68,1,✅ Normal
2024-03-23,Rent,830.99,Rent purchase,1001.6860483870968,118.48075726455069,-1.4407069327380881,830.99,1,✅ Normal
2024-03-23,Shopping,62.21,Shopping purchase,162.02254098360655,248.01568525964717,-0.40244446990968724,62.21,1,✅ Normal
2024-03-23,Entertainment,32.38,Entertainment purchase,48.73046511627906,56.86604519972332,-0.2875259754543053,32.38,1,✅ Normal
2024-03-24,Transport,16.03,Transport purchase,37.24791304347826,81.98109806209021,-0.2588146968635185,16.03,1,✅ Normal
2024-03-25,Transport,38.26,Transport purchase,37.24791304347826,81.98109806209021,0.012345369608921413,38.26,1,✅ Normal
2024-03-25,Dining,33.67,Dining purchase,43.48278260869565,62.29966675796977,-0.15750939161228075,33.67,1,✅ Normal
2024-03-25,Entertainment,47.98,Entertainment purchase,48.73046511627906,56.86604519972332,-0.013197068894861674,47.98,1,✅ Normal
2024-03-25,Healthcare,24.98,Healthcare purchase,66.80322314049586,66.93434885785321,-0.6248394711258756,24.98,1,✅ Normal
2024-03-26,Healthcare,92.39,Healthcare purchase,66.80322314049586,66.93434885785321,0.38226676282221156,92.39,1,✅ Normal
2024-03-26,Groceries,108.54,Groceries purchase,83.44836956521739,43.79490760895957,0.5729348868325815,108.54,1,✅ Normal
2024-03-26,Healthcare,58.16,Healthcare purchase,66.80322314049586,66.93434885785321,-0.1291298606467549,58.16,1,✅ Normal
2024-03-26,Entertainment,30.9,Entertainment purchase,48.73046511627906,56.86604519972332,-0.31355205120481666,30.9,1,✅ Normal
2024-03-27,Groceries,71.11,Groceries purchase,83.44836956521739,43.79490760895957,-0.28173069059502265,71.11,1,✅ Normal
2024-03-27,Shopping,98.45,Shopping purchase,162.02254098360655,248.01568525964717,-0.25632467929216884,98.45,1,✅ Normal
2024-03-27,Utilities,103.94,Utilities purchase,108.79351851851852,26.564199726897385,-0.18270900566991793,103.94,1,✅ Normal
2024-03-27,Healthcare,63.06,Healthcare purchase,66.80322314049586,66.93434885785321,-0.055923800027475365,63.06,1,✅ Normal
2024-03-28,Transport,43.62,Transport purchase,37.24791304347826,81.98109806209021,0.07772629431842559,43.62,1,✅ Normal
2024-03-28,Transport,49.23,Transport purchase,37.24791304347826,81.98109806209021,0.14615670245654472,49.23,1,✅ Normal
2024-03-28,Groceries,112.55,Groceries purchase,83.44836956521739,43.79490760895957,0.6644980438051886,112.55,1,✅ Normal
2024-03-28,Groceries,46.72,Groceries purchase,83.44836956521739,43.79490760895957,-0.8386447550742976,46.72,1,✅ Normal
2024-03-29,Rent,930.74,Rent purchase,1001.6860483870968,118.48075726455069,-0.5987980666656639,930.74,1,✅ Normal
2024-03-29,Healthcare,46.19,Healthcare purchase,66.80322314049586,66.93434885785321,-0.30796180873099466,46.19,1,✅ Normal
2024-03-29,Transport,12.01,Transport purchase,37.24791304347826,81.98109806209021,-0.30785039039564666,12.01,1,✅ Normal
2024-03-29,Transport,44.67,Transport purchase,37.24791304347826,81.98109806209021,0.09053412471860837,44.67,1,✅ Normal
2024-03-30,Shopping,155.36,Shopping purchase,162.02254098360655,248.01568525964717,-0.026863385582373674,155.36,1,✅ Normal
2024-03-30,Healthcare,40.18,Healthcare purchase,66.80322314049586,66.93434885785321,-0.3977512830823966,40.18,1,✅ Normal
2024-03-30,Dining,36.16,Dining purchase,43.48278260869565,62.29966675796977,-0.11754128055201639,36.16,1,✅ Normal
2024-03-30,Groceries,119.99,Groceries purchase,83.44836956521739,43.79490760895957,0.8343808088615973,119.99,1,✅ Normal
2024-03-31,Utilities,77.94,Utilities purchase,108.79351851851852,26.564199726897385,-1.1614699044473011,77.94,1,✅ Normal
2024-03-31,Utilities,118.51,Utilities purchase,108.79351851851852,26.564199726897385,0.36577354414494667,118.51,1,✅ Normal
2024-03-31,Groceries,100.34,Groceries purchase,83.44836956521739,43.79490760895957,0.3856985059908408,100.34,1,✅ Normal
2024-04-01,Transport,19.54,Transport purchase,37.24791304347826,81.98109806209021,-0.21599994952576484,19.54,1,✅ Normal
2024-04-02,Dining,40.38,Dining purchase,43.48278260869565,62.29966675796977,-0.049804160602491834,40.38,1,✅ Normal
